Mes;Região;Empresa;Manifestacao;Item;Quantidade
01/2018;RMSP;INTERNORTE;Reclamação;Terminal;2
01/2018;RMSP;INTERNORTE;Reclamação;Tripulação/Funcionário;21
01/2018;RMSP;INTERNORTE;Reclamação;Vale-Transporte;1
01/2018;RMSP;INTERNORTE;Reclamação;Veículo;11
01/2018;RMSP;INTERNORTE;Sugestão;Horário;1
01/2018;RMSP;INTERNORTE;Sugestão;Veículo;1
01/2018;RMSP;INTERVIAS;Informação;Horário;1
01/2018;RMSP;INTERVIAS;Informação;Itinerário;2
01/2018;RMSP;INTERVIAS;Informação;Serviços;6
01/2018;RMSP;INTERVIAS;Reclamação;Atendimento;2
01/2018;RMSP;INTERVIAS;Reclamação;Direção Perigosa;3
01/2018;RMSP;INTERVIAS;Reclamação;Horário;42
01/2018;RMSP;INTERVIAS;Reclamação;Inobservância de Ponto;24
01/2018;RMSP;INTERVIAS;Reclamação;Itinerário;3
01/2018;RMSP;INTERVIAS;Reclamação;Superlotação;6
01/2018;RMSP;INTERVIAS;Reclamação;Tarifa;1
01/2018;RMSP;INTERVIAS;Reclamação;Terminal;3
01/2018;RMSP;INTERVIAS;Reclamação;Tripulação/Funcionário;29
01/2018;RMSP;INTERVIAS;Reclamação;Veículo;8
01/2018;RMSP;INTERVIAS;Sugestão;Serviços;1
01/2018;RMSP;INTERVIAS;Sugestão;Tripulação/Funcionário;1
01/2018;RMVPLN;LITORANEA;Reclamação;Horário;1
01/2018;RMVPLN;LITORANEA;Reclamação;Serviços;1
01/2018;RMVPLN;LITORANEA;Reclamação;Tripulação/Funcionário;1
01/2018;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Direção Perigosa;1
01/2018;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Horário;3
01/2018;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Inobservância de Ponto;5
01/2018;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Superlotação;1
01/2018;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Tripulação/Funcionário;6
01/2018;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Veículo;2
01/2018;RMC;OURO VERDE;Informação;Horário;1
01/2018;RMC;OURO VERDE;Informação;Vale-Transporte;1
01/2018;RMC;OURO VERDE;Reclamação;Direção Perigosa;1
01/2018;RMC;OURO VERDE;Reclamação;Horário;6
01/2018;RMC;OURO VERDE;Reclamação;Inobservância de Ponto;1
01/2018;RMC;OURO VERDE;Reclamação;Itinerário;1
01/2018;RMC;OURO VERDE;Reclamação;Mau Atendimento ao Idoso;1
01/2018;RMC;OURO VERDE;Reclamação;Superlotação;2
01/2018;RMC;OURO VERDE;Reclamação;Tripulação/Funcionário;7
01/2018;RMC;OURO VERDE;Reclamação;Veículo;2
01/2018;RMSP;PARQUE DAS NAÇÕES;Reclamação;Horário;1
01/2018;RMVPLN;PASSARO MARRON;Informação;Horário;1
01/2018;RMVPLN;PASSARO MARRON;Reclamação;Horário;3
01/2018;RMVPLN;PASSARO MARRON;Reclamação;Tarifa;1
01/2018;RMVPLN;PASSARO MARRON;Reclamação;Tripulação/Funcionário;1
01/2018;RMSP;PUBLIX;Reclamação;Horário;2
01/2018;RMSP;PUBLIX;Reclamação;Mau Atendimento ao Idoso;1
01/2018;RMSP;PUBLIX;Reclamação;Passageiro Especial;1
01/2018;RMSP;PUBLIX;Reclamação;Tripulação/Funcionário;3
01/2018;RMC;RÁPIDO LUXO CAMPINAS;Reclamação;Horário;3
01/2018;RMC;RÁPIDO LUXO CAMPINAS;Reclamação;Inobservância de Ponto;1
01/2018;RMS;RÁPIDO LUXO CAMPINAS;Reclamação;Superlotação;1
01/2018;RMC;RÁPIDO LUXO CAMPINAS;Reclamação;Terminal;1
01/2018;RMC;RÁPIDO LUXO CAMPINAS;Reclamação;Tripulação/Funcionário;1
01/2018;RMS;RÁPIDO LUXO CAMPINAS;Reclamação;Veículo;1
01/2018;RMSP;RIACHO GRANDE;Reclamação;Horário;7
01/2018;RMSP;RIACHO GRANDE;Reclamação;Inobservância de Ponto;4
01/2018;RMSP;RIACHO GRANDE;Reclamação;Tripulação/Funcionário;2
01/2018;RMSP;RIBEIRÃO PIRES;Reclamação;Horário;4
01/2018;RMSP;RIGRAS;Reclamação;Horário;8
01/2018;RMVPLN;RODOVIÁRIO SÃO JOSE;Reclamação;Horário;1
01/2018;RMVPLN;RODOVIÁRIO SÃO JOSE;Reclamação;Serviços;1
01/2018;RMSP;SÃO CAMILO;Reclamação;Horário;6
01/2018;RMSP;TRANS BUS;Informação;Serviços;1
01/2018;RMSP;TRANS BUS;Reclamação;Direção Perigosa;1
01/2018;RMSP;TRANS BUS;Reclamação;Horário;4
01/2018;RMSP;TRANS BUS;Reclamação;Inobservância de Ponto;1
01/2018;RMSP;TRANS BUS;Reclamação;Passageiro Especial;1
01/2018;RMSP;TRANS BUS;Reclamação;Tripulação/Funcionário;2
01/2018;RMSP;TRIÂNGULO;Reclamação;Horário;3
01/2018;RMSP;TUCURUVI;Reclamação;Superlotação;1
01/2018;RMSP;UNILESTE;Elogio;Atendimento;3
01/2018;RMSP;UNILESTE;Informação;Serviços;3
01/2018;RMSP;UNILESTE;Reclamação;Horário;29
01/2018;RMSP;UNILESTE;Reclamação;Inobservância de Ponto;5
01/2018;RMSP;UNILESTE;Reclamação;Superlotação;2
01/2018;RMSP;UNILESTE;Reclamação;Tarifa;3
01/2018;RMSP;UNILESTE;Reclamação;Terminal;1
01/2018;RMSP;UNILESTE;Reclamação;Tripulação/Funcionário;11
01/2018;RMSP;UNILESTE;Reclamação;Veículo;3
01/2018;RMC;VB TRANSPORTES;Informação;Horário;3
01/2018;RMC;VB TRANSPORTES;Informação;Itinerário;2
01/2018;RMC;VB TRANSPORTES;Informação;Serviços;1
01/2018;RMC;VB TRANSPORTES;Reclamação;Atendimento;1
01/2018;RMC;VB TRANSPORTES;Reclamação;Horário;17
01/2018;RMC;VB TRANSPORTES;Reclamação;Inobservância de Ponto;2
01/2018;RMC;VB TRANSPORTES;Reclamação;Itinerário;2
01/2018;RMC;VB TRANSPORTES;Reclamação;Superlotação;3
01/2018;RMC;VB TRANSPORTES;Reclamação;Terminal;1
01/2018;RMC;VB TRANSPORTES;Reclamação;Tripulação/Funcionário;1
01/2018;RMS;VB TRANSPORTES;Reclamação;Vale-Transporte;1
01/2018;RMC;VB TRANSPORTES;Reclamação;Veículo;1
01/2018;RMC;VB TRANSPORTES;Sugestão;Itinerário;1
01/2018;RMS;VIACAO PIRACEMA DE TRANSP;Reclamação;Tripulação/Funcionário;1
01/2018;RMSP;VIPE;Reclamação;Superlotação;1
01/2018;RMSP;VIPE;Reclamação;Veículo;4
02/2018;RMSP;ABC;Informação;Serviços;1
02/2018;RMSP;ABC;Reclamação;Atendimento;1
02/2018;RMSP;ABC;Reclamação;Horário;7
02/2018;RMSP;ABC;Reclamação;Inobservância de Ponto;4
02/2018;RMSP;ABC;Reclamação;Superlotação;1
02/2018;RMSP;ABC;Reclamação;Tripulação/Funcionário;2
02/2018;RMSP;ABC SISTEMA-Metra;Elogio;Atendimento;1
02/2018;RMSP;ABC SISTEMA-Metra;Informação;Serviços;9
02/2018;RMSP;ABC SISTEMA-Metra;Informação;Tarifa;1
02/2018;RMSP;ABC SISTEMA-Metra;Reclamação;Atendimento;5
02/2018;RMSP;ABC SISTEMA-Metra;Reclamação;Direção Perigosa;2
02/2018;RMSP;ABC SISTEMA-Metra;Reclamação;Horário;14
02/2018;RMSP;ABC SISTEMA-Metra;Reclamação;Inobservância de Ponto;5
02/2018;RMSP;ABC SISTEMA-Metra;Reclamação;Itinerário;2
02/2018;RMSP;ABC SISTEMA-Metra;Reclamação;Superlotação;12
02/2018;RMSP;ABC SISTEMA-Metra;Reclamação;Tarifa;6
02/2018;RMSP;ABC SISTEMA-Metra;Reclamação;Terminal;51
02/2018;RMSP;ABC SISTEMA-Metra;Reclamação;Tripulação/Funcionário;17
02/2018;RMSP;ABC SISTEMA-Metra;Reclamação;Vale-Transporte;1
02/2018;RMSP;ABC SISTEMA-Metra;Reclamação;Veículo;6
02/2018;RMSP;ABC SISTEMA-Metra;Sugestão;Horário;2
02/2018;RMSP;ABC SISTEMA-Metra;Sugestão;Itinerário;1
02/2018;RMSP;ABC SISTEMA-Metra;Sugestão;Terminal;1
02/2018;RMVPLN;ABC TRANSPORTES;Reclamação;Horário;1
02/2018;RMSP;ANHANGUERA;Elogio;Atendimento;3
02/2018;RMSP;ANHANGUERA;Elogio;Tripulação/Funcionário;1
02/2018;RMSP;ANHANGUERA;Informação;Horário;4
02/2018;RMSP;ANHANGUERA;Informação;Itinerário;4
02/2018;RMSP;ANHANGUERA;Informação;Serviços;8
02/2018;RMSP;ANHANGUERA;Reclamação;Atendimento;1
02/2018;RMSP;ANHANGUERA;Reclamação;Direção Perigosa;10
02/2018;RMSP;ANHANGUERA;Reclamação;Horário;59
02/2018;RMSP;ANHANGUERA;Reclamação;Inobservância de Ponto;36
02/2018;RMSP;ANHANGUERA;Reclamação;Itinerário;4
02/2018;RMSP;ANHANGUERA;Reclamação;Mau Atendimento ao Idoso;1
02/2018;RMSP;ANHANGUERA;Reclamação;Passageiro Especial;1
02/2018;RMSP;ANHANGUERA;Reclamação;Superlotação;15
02/2018;RMSP;ANHANGUERA;Reclamação;Tarifa;2
02/2018;RMSP;ANHANGUERA;Reclamação;Terminal;1
02/2018;RMSP;ANHANGUERA;Reclamação;Tripulação/Funcionário;48
02/2018;RMSP;ANHANGUERA;Reclamação;Veículo;7
02/2018;RMSP;ANHANGUERA;Sugestão;Itinerário;2
02/2018;RMSP;ANHANGUERA;Sugestão;Tripulação/Funcionário;3
02/2018;RMS;AUTO ONIBUS SAO JOAO LTDA;Informação;Serviços;1
02/2018;RMC;BOA VISTA;Informação;Passe Escolar;1
02/2018;RMC;BOA VISTA;Reclamação;Horário;46
02/2018;RMC;BOA VISTA;Reclamação;Inobservância de Ponto;2
02/2018;RMC;BOA VISTA;Reclamação;Superlotação;2
02/2018;RMC;BOA VISTA;Reclamação;Tripulação/Funcionário;8
02/2018;RMBS;BR MOBILIDADE EMPRESAS;Elogio;Atendimento;1
02/2018;RMBS;BR MOBILIDADE EMPRESAS;Informação;Horário;2
02/2018;RMBS;BR MOBILIDADE EMPRESAS;Informação;Integração;1
02/2018;RMBS;BR MOBILIDADE EMPRESAS;Informação;Itinerário;5
02/2018;RMBS;BR MOBILIDADE EMPRESAS;Informação;Passe Escolar;16
02/2018;RMBS;BR MOBILIDADE EMPRESAS;Informação;Passe Idoso;2
02/2018;RMBS;BR MOBILIDADE EMPRESAS;Informação;Serviços;12
02/2018;RMBS;BR MOBILIDADE EMPRESAS;Informação;Tarifa;1
02/2018;RMBS;BR MOBILIDADE EMPRESAS;Informação;Vale-Transporte;3
02/2018;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Direção Perigosa;5
02/2018;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Horário;15
02/2018;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Inobservância de Ponto;17
02/2018;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Mau Atendimento ao Idoso;1
02/2018;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Serviços;2
02/2018;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Superlotação;3
02/2018;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Tarifa;2
02/2018;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Tripulação/Funcionário;16
02/2018;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Vale-Transporte;2
02/2018;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Veículo;2
02/2018;RMBS;BR MOBILIDADE EMPRESAS;Sugestão;Terminal;1
02/2018;RMBS;BR MOBILIDADE EMPRESAS;Sugestão;Veículo;1
02/2018;RMBS;BR MOBILIDADE VLT;Informação;Integração;1
02/2018;RMBS;BR MOBILIDADE VLT;Informação;Serviços (VLT);1
02/2018;RMBS;BR MOBILIDADE VLT;Reclamação;Serviços;1
02/2018;RMBS;BR MOBILIDADE VLT;Reclamação;Terminal;2
02/2018;RMBS;BR MOBILIDADE VLT;Sugestão;Serviços;1
02/2018;RMBS;BR MOBILIDADE VLT;Sugestão;Terminal;1
02/2018;RMC;BUS(Mais);Informação;Serviços;1
02/2018;RMC;BUS(Mais);Reclamação;Horário;3
02/2018;RMSP;CMT;Informação;Integração;3
02/2018;RMSP;CMT;Informação;Passe Escolar;55
02/2018;RMSP;CMT;Informação;Passe Idoso;4
02/2018;RMSP;CMT;Informação;Serviços;109
02/2018;RMSP;CMT;Informação;Vale-Transporte;99
02/2018;RMSP;CMT;Reclamação;Atendimento;3
02/2018;RMSP;CMT;Reclamação;Integração;1
02/2018;RMSP;CMT;Reclamação;Passe Escolar;11
02/2018;RMSP;CMT;Reclamação;Serviços;4
02/2018;RMSP;CMT;Reclamação;Tarifa;2
02/2018;RMSP;CMT;Reclamação;Vale-Transporte;11
02/2018;RMSP;EAOSA;Reclamação;Horário;8
02/2018;RMSP;EAOSA;Reclamação;Mau Atendimento ao Idoso;1
02/2018;RMSP;EAOSA;Reclamação;Tripulação/Funcionário;1
02/2018;RMS;EMTU;Denúncia;Transporte Irregular;1
02/2018;RMSP;EMTU;Elogio;Atendimento;3
02/2018;RMBS;EMTU;Elogio;Atendimento;2
02/2018;RMSP;EMTU;Informação;Carteira Passageiro Especial;44
02/2018;RMBS;EMTU;Informação;Carteira Passageiro Especial;6
02/2018;RMC;EMTU;Informação;Carteira Passageiro Especial;2
02/2018;RMS;EMTU;Informação;Carteira Passageiro Especial;2
02/2018;RMVPLN;EMTU;Informação;Carteira Passageiro Especial;1
02/2018;RMSP;EMTU;Informação;Greve;2
02/2018;RMSP;EMTU;Informação;Horário;18
02/2018;RMBS;EMTU;Informação;Horário;7
02/2018;RMC;EMTU;Informação;Horário;3
02/2018;RMVPLN;EMTU;Informação;Horário;2
02/2018;RMS;EMTU;Informação;Horário;1
02/2018;RMSP;EMTU;Informação;Integração;19
02/2018;RMC;EMTU;Informação;Integração;1
02/2018;RMSP;EMTU;Informação;Isenção de Tarifa;3
02/2018;RMVPLN;EMTU;Informação;Isenção de Tarifa;1
02/2018;RMSP;EMTU;Informação;Itinerário;42
02/2018;RMC;EMTU;Informação;Itinerário;12
02/2018;RMBS;EMTU;Informação;Itinerário;5
02/2018;RMS;EMTU;Informação;Itinerário;2
02/2018;RMVPLN;EMTU;Informação;Itinerário;2
02/2018;RMSP;EMTU;Informação;Ligado;5
02/2018;RMSP;EMTU;Informação;Passe Desempregado;2
02/2018;RMSP;EMTU;Informação;Passe Escolar;2884
02/2018;RMBS;EMTU;Informação;Passe Escolar;315
02/2018;RMS;EMTU;Informação;Passe Escolar;185
02/2018;RMC;EMTU;Informação;Passe Escolar;135
02/2018;RMVPLN;EMTU;Informação;Passe Escolar;53
02/2018;RMSP;EMTU;Informação;Passe Idoso;4
02/2018;RMC;EMTU;Informação;Passe Idoso;1
02/2018;RMSP;EMTU;Informação;Serviços;243
02/2018;RMC;EMTU;Informação;Serviços;13
02/2018;RMBS;EMTU;Informação;Serviços;10
02/2018;RMVPLN;EMTU;Informação;Serviços;7
02/2018;RMS;EMTU;Informação;Serviços;3
02/2018;RMSP;EMTU;Informação;Tarifa;21
02/2018;RMBS;EMTU;Informação;Tarifa;3
02/2018;RMVPLN;EMTU;Informação;Tarifa;2
02/2018;RMC;EMTU;Informação;Tarifa;1
02/2018;RMSP;EMTU;Informação;Vale-Transporte;19
02/2018;RMC;EMTU;Informação;Vale-Transporte;7
02/2018;RMS;EMTU;Informação;Vale-Transporte;3
02/2018;RMSP;EMTU;Reclamação;Atendimento;25
02/2018;RMBS;EMTU;Reclamação;Atendimento;4
02/2018;RMC;EMTU;Reclamação;Atendimento;1
02/2018;RMSP;EMTU;Reclamação;Direção Perigosa;7
02/2018;RMSP;EMTU;Reclamação;Horário;5
02/2018;RMC;EMTU;Reclamação;Horário;3
02/2018;RMVPLN;EMTU;Reclamação;Horário;1
02/2018;RMSP;EMTU;Reclamação;Inobservância de Ponto;1
02/2018;RMSP;EMTU;Reclamação;Integração;1
02/2018;RMSP;EMTU;Reclamação;Itinerário;12
02/2018;RMC;EMTU;Reclamação;Itinerário;1
02/2018;RMSP;EMTU;Reclamação;Mau Atendimento ao Idoso;3
02/2018;RMSP;EMTU;Reclamação;Passe Escolar;57
02/2018;RMS;EMTU;Reclamação;Passe Escolar;2
02/2018;RMBS;EMTU;Reclamação;Passe Escolar;2
02/2018;RMBS;EMTU;Reclamação;Serviços;2
02/2018;RMS;EMTU;Reclamação;Superlotação;1
02/2018;RMSP;EMTU;Reclamação;Tarifa;2
02/2018;RMSP;EMTU;Reclamação;Terminal;5
02/2018;RMC;EMTU;Reclamação;Terminal;3
02/2018;RMSP;EMTU;Reclamação;Transporte Irregular;4
02/2018;RMVPLN;EMTU;Reclamação;Transporte Irregular;1
02/2018;RMSP;EMTU;Reclamação;Tripulação/Funcionário;25
02/2018;RMBS;EMTU;Reclamação;Tripulação/Funcionário;1
02/2018;RMS;EMTU;Reclamação;Tripulação/Funcionário;1
02/2018;RMVPLN;EMTU;Reclamação;Vale-Transporte;1
02/2018;RMSP;EMTU;Reclamação;Vale-Transporte;1
02/2018;RMC;EMTU;Reclamação;Vale-Transporte;1
02/2018;RMBS;EMTU;Reclamação;Vale-Transporte;1
02/2018;RMSP;EMTU;Reclamação;Veículo;2
02/2018;RMC;EMTU;Reclamação;Veículo;1
02/2018;RMVPLN;EMTU;Reclamação;Veículo;1
02/2018;RMSP;EMTU;Sugestão;Horário;14
02/2018;RMC;EMTU;Sugestão;Horário;5
02/2018;RMS;EMTU;Sugestão;Horário;4
02/2018;RMVPLN;EMTU;Sugestão;Horário;4
02/2018;RMBS;EMTU;Sugestão;Horário;1
02/2018;RMSP;EMTU;Sugestão;Itinerário;12
02/2018;RMC;EMTU;Sugestão;Itinerário;3
02/2018;RMVPLN;EMTU;Sugestão;Itinerário;1
02/2018;RMS;EMTU;Sugestão;Itinerário;1
02/2018;RMBS;EMTU;Sugestão;Itinerário;1
02/2018;RMSP;EMTU;Sugestão;Passe Escolar;1
02/2018;RMSP;EMTU;Sugestão;Tarifa;1
02/2018;RMVPLN;EMTU;Sugestão;Terminal;1
02/2018;RMC;EMTU;Sugestão;Terminal;1
02/2018;RMSP;EMTU;Sugestão;Veículo;1
02/2018;RMSP;EUSA;Reclamação;Horário;6
02/2018;RMSP;EUSA;Reclamação;Inobservância de Ponto;1
02/2018;RMSP;EUSA;Reclamação;Serviços;1
02/2018;RMSP;EUSA;Reclamação;Tripulação/Funcionário;1
02/2018;RMSP;EUSA;Reclamação;Veículo;6
02/2018;RMVPLN;EXPRESSO REDENÇÃO;Informação;Serviços;1
02/2018;RMSP;EXPRESSO SBC;Reclamação;Atendimento;1
02/2018;RMSP;EXPRESSO SBC;Reclamação;Direção Perigosa;1
02/2018;RMSP;EXPRESSO SBC;Reclamação;Horário;3
02/2018;RMSP;EXPRESSO SBC;Reclamação;Tripulação/Funcionário;2
02/2018;RMSP;fretamento (todas);Reclamação;Direção Perigosa;1
02/2018;RMSP;fretamento (todas);Sugestão;Itinerário;1
02/2018;RMSP;IMIGRANTES;Informação;Serviços;1
02/2018;RMSP;IMIGRANTES;Reclamação;Direção Perigosa;2
02/2018;RMSP;IMIGRANTES;Reclamação;Horário;2
02/2018;RMSP;IMIGRANTES;Reclamação;Inobservância de Ponto;2
02/2018;RMSP;IMIGRANTES;Reclamação;Veículo;5
02/2018;RMSP;INTERNORTE;Elogio;Tripulação/Funcionário;1
02/2018;RMSP;INTERNORTE;Informação;Greve;1
02/2018;RMSP;INTERNORTE;Informação;Horário;1
02/2018;RMSP;INTERNORTE;Informação;Itinerário;1
02/2018;RMSP;INTERNORTE;Informação;Serviços;16
02/2018;RMSP;INTERNORTE;Informação;Tarifa;1
02/2018;RMSP;INTERNORTE;Reclamação;Atendimento;3
02/2018;RMSP;INTERNORTE;Reclamação;Direção Perigosa;8
02/2018;RMSP;INTERNORTE;Reclamação;Horário;115
02/2018;RMSP;INTERNORTE;Reclamação;Inobservância de Ponto;39
02/2018;RMSP;INTERNORTE;Reclamação;Integração;1
02/2018;RMSP;INTERNORTE;Reclamação;Itinerário;7
02/2018;RMSP;INTERNORTE;Reclamação;Mau Atendimento ao Idoso;1
02/2018;RMSP;INTERNORTE;Reclamação;Passageiro Especial;2
02/2018;RMSP;INTERNORTE;Reclamação;Passe Escolar;1
02/2018;RMSP;INTERNORTE;Reclamação;Serviços;1
02/2018;RMSP;INTERNORTE;Reclamação;Superlotação;16
02/2018;RMSP;INTERNORTE;Reclamação;Tarifa;1
02/2018;RMSP;INTERNORTE;Reclamação;Terminal;4
02/2018;RMSP;INTERNORTE;Reclamação;Tripulação/Funcionário;64
02/2018;RMSP;INTERNORTE;Reclamação;Veículo;20
02/2018;RMSP;INTERNORTE;Sugestão;Horário;2
02/2018;RMSP;INTERNORTE;Sugestão;Itinerário;3
02/2018;RMSP;INTERNORTE;Sugestão;Serviços;1
02/2018;RMSP;INTERNORTE;Sugestão;Terminal;1
02/2018;RMSP;INTERNORTE;Sugestão;Veículo;1
02/2018;RMSP;INTERVIAS;Elogio;Atendimento;2
02/2018;RMSP;INTERVIAS;Informação;Horário;3
02/2018;RMSP;INTERVIAS;Informação;Itinerário;1
02/2018;RMSP;INTERVIAS;Informação;Serviços;16
02/2018;RMSP;INTERVIAS;Reclamação;Atendimento;3
02/2018;RMSP;INTERVIAS;Reclamação;Direção Perigosa;15
02/2018;RMSP;INTERVIAS;Reclamação;Horário;76
02/2018;RMSP;INTERVIAS;Reclamação;Inobservância de Ponto;48
02/2018;RMSP;INTERVIAS;Reclamação;Itinerário;3
02/2018;RMSP;INTERVIAS;Reclamação;Superlotação;10
02/2018;RMSP;INTERVIAS;Reclamação;Tarifa;1
02/2018;RMSP;INTERVIAS;Reclamação;Terminal;2
02/2018;RMSP;INTERVIAS;Reclamação;Tripulação/Funcionário;49
02/2018;RMSP;INTERVIAS;Reclamação;Veículo;16
02/2018;RMSP;INTERVIAS;Sugestão;Horário;1
02/2018;RMVPLN;JACAREÍ;Reclamação;Horário;2
02/2018;RMVPLN;LITORANEA;Reclamação;Horário;4
02/2018;RMVPLN;LITORANEA;Reclamação;Inobservância de Ponto;2
02/2018;RMVPLN;LITORANEA;Reclamação;Mau Atendimento ao Idoso;1
02/2018;RMVPLN;LITORANEA;Reclamação;Tarifa;1
02/2018;RMVPLN;LITORANEA;Reclamação;Tripulação/Funcionário;1
02/2018;RMVPLN;LITORANEA;Reclamação;Veículo;4
02/2018;RMSP;MOBIBRASIL TRANSPORTE;Informação;Horário;1
02/2018;RMSP;MOBIBRASIL TRANSPORTE;Informação;Serviços;1
02/2018;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Direção Perigosa;2
02/2018;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Horário;18
02/2018;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Inobservância de Ponto;3
02/2018;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Itinerário;1
02/2018;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Superlotação;3
02/2018;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Terminal;2
02/2018;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Tripulação/Funcionário;8
02/2018;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Veículo;3
02/2018;RMC;OURO VERDE;Informação;Horário;3
02/2018;RMC;OURO VERDE;Informação;Itinerário;1
02/2018;RMC;OURO VERDE;Informação;Passe Escolar;1
02/2018;RMC;OURO VERDE;Informação;Serviços;1
02/2018;RMC;OURO VERDE;Reclamação;Atendimento;3
02/2018;RMC;OURO VERDE;Reclamação;Direção Perigosa;1
02/2018;RMC;OURO VERDE;Reclamação;Horário;42
02/2018;RMC;OURO VERDE;Reclamação;Inobservância de Ponto;6
02/2018;RMC;OURO VERDE;Reclamação;Itinerário;2
02/2018;RMC;OURO VERDE;Reclamação;Superlotação;2
02/2018;RMC;OURO VERDE;Reclamação;Terminal;1
02/2018;RMC;OURO VERDE;Reclamação;Tripulação/Funcionário;1
02/2018;RMC;OURO VERDE;Reclamação;Vale-Transporte;2
02/2018;RMC;OURO VERDE;Reclamação;Veículo;2
02/2018;RMC;OURO VERDE;Sugestão;Horário;1
02/2018;RMSP;PARQUE DAS NAÇÕES;Reclamação;Horário;8
02/2018;RMSP;PARQUE DAS NAÇÕES;Reclamação;Inobservância de Ponto;1
02/2018;RMSP;PARQUE DAS NAÇÕES;Reclamação;Tripulação/Funcionário;1
02/2018;RMSP;PARQUE DAS NAÇÕES;Reclamação;Veículo;4
02/2018;RMVPLN;PASSARO MARRON;Informação;Horário;1
02/2018;RMVPLN;PASSARO MARRON;Informação;Itinerário;1
02/2018;RMVPLN;PASSARO MARRON;Informação;Passe Escolar;1
02/2018;RMVPLN;PASSARO MARRON;Informação;Serviços;2
02/2018;RMVPLN;PASSARO MARRON;Informação;Tarifa;2
02/2018;RMVPLN;PASSARO MARRON;Reclamação;Atendimento;1
02/2018;RMVPLN;PASSARO MARRON;Reclamação;Horário;2
02/2018;RMVPLN;PASSARO MARRON;Reclamação;Itinerário;1
02/2018;RMVPLN;PASSARO MARRON;Reclamação;Mau Atendimento ao Idoso;1
02/2018;RMVPLN;PASSARO MARRON;Reclamação;Passe Escolar;1
02/2018;RMVPLN;PASSARO MARRON;Reclamação;Superlotação;1
02/2018;RMVPLN;PASSARO MARRON;Reclamação;Tarifa;1
02/2018;RMVPLN;PASSARO MARRON;Reclamação;Terminal;1
02/2018;RMVPLN;PASSARO MARRON;Reclamação;Tripulação/Funcionário;2
02/2018;RMVPLN;PASSARO MARRON;Reclamação;Veículo;2
02/2018;RMC;PRINCESA D OESTE;Reclamação;Horário;1
02/2018;RMSP;PUBLIX;Reclamação;Horário;5
02/2018;RMSP;PUBLIX;Reclamação;Inobservância de Ponto;2
02/2018;RMSP;PUBLIX;Reclamação;Mau Atendimento ao Idoso;1
02/2018;RMSP;PUBLIX;Reclamação;Superlotação;1
02/2018;RMSP;PUBLIX;Reclamação;Terminal;1
02/2018;RMSP;PUBLIX;Reclamação;Tripulação/Funcionário;3
02/2018;RMSP;PUBLIX;Reclamação;Veículo;1
02/2018;RMC;RÁPIDO LUXO CAMPINAS;Informação;Tarifa;1
02/2018;RMS;RÁPIDO LUXO CAMPINAS;Reclamação;Atendimento;1
02/2018;RMS;RÁPIDO LUXO CAMPINAS;Reclamação;Horário;7
02/2018;RMC;RÁPIDO LUXO CAMPINAS;Reclamação;Horário;2
02/2018;RMS;RÁPIDO LUXO CAMPINAS;Reclamação;Superlotação;8
02/2018;RMC;RÁPIDO LUXO CAMPINAS;Reclamação;Superlotação;1
02/2018;RMS;RÁPIDO LUXO CAMPINAS;Reclamação;Veículo;2
02/2018;RMSP;RIACHO GRANDE;Elogio;Atendimento;1
02/2018;RMSP;RIACHO GRANDE;Informação;Serviços;1
02/2018;RMSP;RIACHO GRANDE;Reclamação;Horário;5
02/2018;RMSP;RIACHO GRANDE;Reclamação;Inobservância de Ponto;2
02/2018;RMSP;RIACHO GRANDE;Reclamação;Superlotação;4
02/2018;RMSP;RIACHO GRANDE;Reclamação;Tripulação/Funcionário;6
02/2018;RMSP;RIBEIRÃO PIRES;Reclamação;Horário;10
02/2018;RMSP;RIBEIRÃO PIRES;Reclamação;Tripulação/Funcionário;1
02/2018;RMSP;RIBEIRÃO PIRES;Reclamação;Veículo;3
02/2018;RMSP;RIGRAS;Informação;Horário;1
02/2018;RMSP;RIGRAS;Informação;Serviços;1
